transaction_id,account_id,amount,country,transaction_date
5fc26fa6-a835-43ac-8101-aac88923e3c2,ACC8962,193.83,US,2025-08-12 22:11:00
607c752c-dc12-40b4-95d1-e3cda51c091b,ACC3705,38265.69,NA,2025-02-20 09:34:00
264296e1-2859-4e04-812b-5bc98e06c4ba,ACC7118,2595.84,FR,2025-07-13 00:12:00
78e6fe28-7dee-4184-8df3-79d33f85e1fe,ACC2049,9176.78,AU,2025-11-16 00:21:00
01aadaed-1fdc-4127-889e-04c200e44bdc,ACC1964,871.07,US,2025-09-04 04:28:00
fc069785-2e1b-4145-9697-7da21f380a54,ACC5562,157.48,JP,2025-06-16 17:02:00
1773a1d1-4472-4d41-ba78-94a526479fed,ACC7669,877.73,SG,2025-12-20 11:13:00
2c507004-cddc-48a8-8bb5-7d8376f8f94c,ACC1887,1104.19,FR,2025-05-19 15:39:00
9b580bcc-7bc0-415c-8a24-3318050780c5,ACC4139,7016.5,US,2025-03-13 15:58:00
47543de7-08b9-435e-9303-cab5fccea830,ACC2235,268.49,JP,2025-05-19 12:08:00
32b48b20-4acd-45ce-ba4e-9e307c2578f9,ACC9856,9783.09,DE,2025-11-19 16:16:00
40063b94-d6b8-479a-ab64-2192dd3960aa,ACC8956,431913.08,AO,2025-01-11 17:54:00
51dd44f7-0ec0-4b29-80ae-127728de89af,ACC7396,535.71,FR,2025-12-17 12:20:00
f8da449e-91fe-4a9f-96c1-35471d5fc0d9,ACC8973,67771.11,NP,2025-07-13 02:45:00
15edb9c1-5dd2-4618-9ddd-db631e909c0c,ACC1821,1115.21,DE,2025-04-23 17:16:00
b10f10ed-d459-4f1b-a77e-33fe1fc34790,ACC2312,1574.66,AE,2025-12-14 04:28:00
4ce47e6a-fa7b-4eb0-b3ee-9f94737f546b,ACC1651,22.38,CA,2025-05-16 07:31:00
e7ec284c-48ab-4ff2-a686-73a7e45fc31b,ACC4346,954.27,AE,2025-03-01 16:45:00
57eabd3a-0e0a-491b-b293-2d70c62839f9,ACC6180,346.03,DE,2025-08-17 18:45:00
cfb33f7f-58e9-413e-a7db-605fb737341b,ACC9808,1177.03,US,2025-02-22 19:46:00
d22ebe12-6f1d-4021-98ac-75a678fad662,ACC5002,208.04,US,2025-06-05 05:08:00
3d2b9e2e-2a63-47e8-8e56-5b2ca5e224fa,ACC9666,503.41,DE,2025-09-27 01:57:00
9341ec61-b741-4381-a4bb-09a3b44869d6,ACC3200,3453.42,US,2025-01-06 16:43:00
c6909a7c-f6b3-473c-8cf4-e180c79080d9,ACC4450,108.78,DE,2025-07-12 13:52:00
e4895251-c700-49b0-b8e2-13c75d858849,ACC1832,968.22,JP,2025-09-07 16:16:00
8d101d01-2c88-4269-b1da-f276b7208029,ACC3647,448.44,AE,2025-03-09 05:01:00
c20484a7-e875-4c59-8f4e-92e19cdf3603,ACC3442,572.31,US,2025-11-18 17:38:00
7ed526db-3aa7-4155-9285-8741e20474f6,ACC3088,9373.18,FR,2025-01-27 05:38:00
96437b7d-6e74-4c85-9133-08bfa8a720d7,ACC7658,300.28,US,2025-01-31 11:00:00
e4703013-3f24-46c5-a4e0-a5e8887dbfb2,ACC3900,9832.34,SS,2025-04-23 13:00:00
51dad75e-0442-4d48-8446-9087ccc31c35,ACC5065,1379.18,AE,2025-10-28 05:22:00
9d9880af-0628-40c4-a613-f3b7c05d3cf5,ACC8711,1301.24,US,2025-07-14 06:46:00
1bb685a1-9897-4e1e-bfa3-0bf8bd5bf6e2,ACC4728,2501.37,SG,2025-06-11 23:18:00
9dfa41cd-497d-44f6-bd03-2a0f442ab826,ACC5573,259.71,SG,2025-06-12 07:52:00
89420a10-fd76-4b4a-b18a-3919d8d23504,ACC5279,2268.74,GB,2025-09-13 16:43:00
09bde2f5-fb68-44b3-bd5b-18e29d864560,ACC8149,901.3,SG,2025-05-11 00:41:00
fbaa21b3-14b7-461c-bf9b-3704fcdf520b,ACC1027,821.85,AU,2025-03-26 05:03:00
19b267b7-692f-4268-bbc9-8324deca31d2,ACC5920,399.62,SG,2025-05-24 11:26:00
cef02f17-76b9-4636-8fd3-b53e693c7c0d,ACC4143,204.03,JP,2025-08-14 05:08:00
29e57934-7f0a-4e63-a84f-cd1ce0d6dc9a,ACC5930,247.69,GB,2025-11-03 03:49:00
6e5bccbc-6879-4769-87b5-88399271e70c,ACC8618,471.71,CA,2025-10-23 16:40:00
73d0ca27-b41f-4ead-85e2-8245487426d8,ACC3780,217.29,AE,2025-11-18 16:46:00
4430bc2d-9568-4826-abee-088d4e002a45,ACC4848,1613.16,US,2025-03-03 17:54:00
cf6201bc-bc74-4a3f-b9b4-7ecd74b356b6,ACC2193,244.5,SG,2025-08-15 00:58:00
817641c4-25e1-43ba-931b-f678928ed164,ACC9099,926.69,AU,2025-11-28 14:58:00
0aff8cc0-d4d9-4067-8f53-eb961c24425d,ACC7965,6290.08,US,2025-10-19 00:26:00
89cd29f3-7597-4a82-946d-42227da2e0bc,ACC5082,4702.32,US,2025-06-09 08:31:00
8003774f-954e-4d2e-9553-11d68ded4951,ACC6198,4301.08,AE,2025-03-30 08:53:00
eb5a7dab-7b7a-4fa5-8990-c35c7fd93ae9,ACC9976,1654.94,SG,2025-11-19 06:31:00
ccea0857-d5de-47b0-aac9-6bf6da1f51e2,ACC5246,9614.74,AO,2025-11-21 16:54:00
ab195441-86d3-468b-95a4-1e0bc8c7dcf7,ACC8939,8915.69,NA,2025-06-30 00:49:00
78cdb2f2-bca9-4a9f-b192-95bf2fa3600c,ACC6238,196.81,DE,2025-06-24 05:07:00
1d0fe217-872c-4afc-aaf3-fcde431dcd19,ACC2052,109.11,AU,2025-02-28 16:11:00
201d6f91-8e6f-42b5-abb5-64989363ad6e,ACC7883,772.9,GB,2025-10-30 02:20:00
79be0543-a2f2-4bb5-ae7d-043f59caabfc,ACC7232,143671.75,VE,2025-10-11 14:36:00
b9d8f2b0-3906-4ef4-b65d-213014517268,ACC7865,192.89,SG,2025-12-14 07:49:00
47c84b6d-0d4a-488d-93ed-1497a485ee18,ACC7624,268.06,FR,2025-06-10 14:11:00
498be505-1447-467e-84cb-d73d4df131b4,ACC9751,9878.39,YE,2025-05-01 04:21:00
d227fadd-77f7-4aef-9911-bba08352a4e7,ACC8022,137654.96,MM,2025-01-20 15:16:00
ac51435c-1d81-4e15-b932-b7c16628bdb2,ACC6363,8772.41,AU,2025-04-09 19:31:00
0b8f5e67-cb49-4e6c-ab43-8b625f4c70ab,ACC7906,41.29,DE,2025-06-04 03:01:00
9d1079a3-df1c-4da6-8929-e0d3fa55efe6,ACC1853,9204.99,MC,2025-07-03 16:45:00
224a4cf4-a61f-4c53-ab3e-6fe5320f4bdd,ACC4908,26.15,CA,2025-09-12 20:00:00
3dadf385-1894-4c9a-b3df-cd00ccfb2fae,ACC2876,603.78,FR,2025-04-02 21:52:00
e1a9143d-5571-4882-87af-c57a3b9832a9,ACC7149,9805.11,CM,2025-04-30 06:00:00
cdbd2ca2-715c-4867-9313-4c2034b5e946,ACC4978,9917.83,SY,2025-10-16 20:02:00
b708a941-49f4-412a-8d8a-a169814d4fbd,ACC1672,182.42,SG,2025-03-16 04:51:00
eae4c3c4-82ae-41a9-8458-11dbc2d8126b,ACC1207,950.64,CA,2025-09-10 19:49:00
2ff897dd-6577-4342-9342-2cfd0701cc34,ACC8532,8658.2,VG,2025-11-02 21:03:00
82ee6540-7288-40c0-a139-d83f6d44730a,ACC8921,56.39,JP,2025-04-22 09:42:00
434d57be-0289-4810-9b60-a1b40b9bd4df,ACC2419,1274.2,SG,2025-12-05 12:15:00
89fb547e-f97f-466c-ab6d-910e9967a87e,ACC7209,8865.55,AO,2025-07-23 02:37:00
44cd2ab8-944d-497f-9302-2dbbd3e307d0,ACC5232,1608.5,GB,2025-09-02 22:57:00
8c4a5cf1-39cb-49c2-be4a-4ee9333dce59,ACC9464,3466.99,CA,2025-09-05 19:51:00
4fbdc7e5-2ec3-4357-b181-c12095d14036,ACC8800,1613.03,AU,2025-05-20 02:57:00
aa3019da-39b6-440f-ac6a-c765f72a6de8,ACC4986,162.69,FR,2025-12-24 09:43:00
a49d4ed4-1533-4ed0-8346-74233310d5c7,ACC6419,363.63,FR,2025-08-11 23:20:00
303af1da-6b37-4a96-9b5d-5ae743501dfd,ACC2976,8906.1,AU,2025-09-14 04:20:00
a40761cb-f75c-4054-90ca-03e054366aa3,ACC5530,1079.47,AU,2025-05-21 05:39:00
d8c82ea5-60cb-4be1-ba49-be491843394f,ACC5952,183310.91,CD,2025-07-26 01:45:00
dbeb7aa8-c203-45ae-9f47-3febcc71f831,ACC1893,8689.75,GB,2025-01-11 07:15:00
04f961da-22ee-421a-9072-daa66d08eb77,ACC8690,573.91,CA,2025-08-01 17:27:00
3fa23ab9-d144-4efa-8824-27989015c614,ACC7565,3784.01,SG,2025-12-15 14:08:00
cb2826cf-84fb-467f-9cfc-ef44b75d27f2,ACC5978,881.46,GB,2025-12-25 01:53:00
f4f0ff81-641e-4c21-8954-2701d447b68c,ACC4697,9952.12,MC,2025-03-04 00:38:00
ab16de73-6043-486b-9532-e096dc997911,ACC6003,286.21,AE,2025-10-04 23:35:00
7db06bf3-2141-495a-8f8d-d8d67bf0e7f8,ACC3573,310.3,CA,2025-02-13 20:36:00
72a99927-20b6-4bfb-93d2-cd8c62925f96,ACC4792,517.57,DE,2025-06-24 15:56:00
2bfe7c8c-85a3-4261-8360-5fd8cfef4ee6,ACC4824,9553.78,DZ,2025-07-29 18:59:00
68e7403f-5ce2-4f1d-adc0-c3ff2582b754,ACC4241,9436.96,KE,2025-07-12 15:25:00
8560d80d-f9eb-41ad-9fb1-9e0037774588,ACC3330,341.83,DE,2025-11-06 13:50:00
1ee0753e-444b-4b91-9294-64ac456c38d3,ACC5728,2944.24,SG,2025-02-21 23:58:00
c8665720-9fa4-4a6c-adf7-0c11cd6d297a,ACC9199,2424.99,AE,2025-11-16 18:45:00
ee8d1bea-c621-4bd7-bb8a-f11d2c7f611e,ACC5102,4126.42,AU,2025-12-26 13:41:00
f4f26fc0-3458-4c8a-a68e-b90b5f079aeb,ACC5415,8000,AE,2025-01-19 20:01:00
9157b1dc-cf76-4b2b-b5a8-0c9bfd26ea86,ACC8245,8762.61,BG,2025-01-30 07:05:00
507816f6-d6a5-4dd2-83ba-504d053b87ec,ACC2494,1075.98,JP,2025-07-22 13:08:00
c444fc97-bf03-44b0-b413-f21ad0bae318,ACC6403,235.03,SG,2025-12-09 06:01:00
d673a66e-a4d7-4090-8ff2-606c5fffffe0,ACC6153,2792.78,JP,2025-10-27 18:01:00
27c07c14-6603-439c-ae08-a982ba8259f7,ACC1018,3376.29,JP,2025-07-03 18:59:00
08d86aaf-90e6-4200-a24e-8595e9d1e0e4,ACC8242,242.81,AU,2025-12-03 09:37:00
035cd5c3-2e5a-4735-8654-e2dfe77516c1,ACC8941,2699.78,FR,2025-02-07 13:58:00
5cade79f-7b77-4b1d-9320-767be2d84be0,ACC6091,2524.41,AU,2025-03-30 10:04:00
9fd48cdd-5eab-4d69-8947-d41754856e57,ACC3522,3224.19,GB,2025-01-10 22:58:00
747cbcaf-acbf-424c-80db-9289ab3f339b,ACC8905,9940.38,HT,2025-12-29 21:44:00
d30c630d-4429-47d1-be88-f07877cbb4ad,ACC9327,789.35,AE,2025-12-10 20:38:00
6c4f54c0-16f8-41da-8471-809d109f07b4,ACC7798,8914.09,NA,2025-04-10 09:39:00
bbf3217f-90e6-4cae-84df-a839f25d54c0,ACC5891,166801.65,CM,2025-09-05 11:45:00
5fe1c8b5-b455-442c-b807-6e1fe806834f,ACC6446,9169.37,BO,2025-12-23 13:05:00
0a55314a-e345-4c7f-9b89-08339b260883,ACC7274,423.18,AU,2025-10-02 16:13:00
a21f8a0f-3918-42b3-9259-da0f403b646b,ACC8749,9115.75,AE,2025-06-20 01:47:00
e7d4d24c-a3ee-4487-abff-a8e141ee645c,ACC9115,4358.54,AE,2025-10-05 14:29:00
cb7ea8b2-1920-42f1-a94f-9fd28042e2e2,ACC8213,2790.87,US,2025-01-27 22:57:00
de0a59f4-a8c8-435c-9b51-ff3149b0dd5f,ACC3529,483.25,FR,2025-03-14 14:35:00
621eb02c-eab2-4a72-b3e2-d0c36cf37b48,ACC2315,2865.02,AU,2025-02-24 11:43:00
39726e19-08f0-475b-9a5f-1e9d5fa379fb,ACC6188,9788.15,IR,2025-08-28 06:05:00
caa24e70-6e35-4ee0-9ac5-5f88010a681c,ACC5708,8553.81,GB,2025-12-22 07:30:00
575be8d8-952e-4df8-ae65-3a400ea3dc1f,ACC2646,9150.52,DE,2025-06-15 15:36:00
ca8370a1-28b7-448e-b3c8-1af07199c8b9,ACC8056,453.48,FR,2025-11-20 01:50:00
2950f1fc-bf71-4c64-88d2-e99edf553fe4,ACC3868,376.53,GB,2025-04-17 00:00:00
3541ae76-ce40-4963-adaf-a286f2bf43b5,ACC3344,310.1,JP,2025-02-27 12:04:00
a9af9e2e-5595-45b7-95d0-217e3f47b0e0,ACC8622,336.93,US,2025-06-19 01:47:00
09962f94-dc0d-4ddd-b5c9-b10aefe88f5d,ACC5901,188.44,FR,2025-07-29 10:43:00
57d2c573-d393-49c9-95d3-9f0c2a59e77e,ACC8916,585.62,AE,2025-11-05 23:20:00
7db474c2-a791-453a-a9e1-17393389ecbd,ACC5837,942.21,AE,2025-03-19 15:54:00
514e1d0c-d2ee-4b45-a6b6-11772efb9dd2,ACC1803,65778.87,LB,2025-01-16 23:25:00
f85357d9-30c3-4f24-a3fa-f5b2debc2ec2,ACC4770,9853.5,NA,2025-12-28 16:56:00
1315c74d-0ffa-49ab-afea-73459c37add6,ACC3240,283.94,AU,2025-09-14 13:15:00
fd4ae7b6-ee1c-40e0-b498-0063555cb513,ACC6977,72152.58,KE,2025-03-12 18:03:00
a84de054-fd41-4fee-a0fd-89b703f0e194,ACC3165,125.17,GB,2025-04-06 16:35:00
db3f969a-ac15-4fc0-977f-5bc04f6b65a6,ACC5835,38.33,JP,2025-09-24 09:49:00
68c239c0-b290-4435-94f7-ac75cfa9de90,ACC4696,9202.03,GB,2025-09-04 15:28:00
64451a55-9c38-408c-b228-0557b02b22dd,ACC1228,214598.77,SS,2025-10-17 09:16:00
2dabb6a6-6b6a-418b-b07e-5c9492d50837,ACC7242,500.45,AU,2025-07-12 13:44:00
dd422780-7675-4b09-9f39-623acc89f3b2,ACC4626,4037.95,AE,2025-09-28 11:58:00
77369f89-feae-4ee8-8dfe-6137a4ad5d6f,ACC2911,520.05,CA,2025-02-16 00:47:00
15b00c0b-69e9-4d92-9cba-822038eee489,ACC7367,236.81,JP,2025-04-12 18:46:00
bf0b1b9d-0a1d-4397-9bc0-e308d503772e,ACC7797,812.82,AU,2025-11-27 07:59:00
7ab2cc05-69ea-4470-b8fe-f4d4f3326ec8,ACC5583,9422.86,VN,2025-03-14 02:31:00
4a6eb50b-f152-477f-9979-7e3e0d80d32d,ACC6942,233.19,DE,2025-01-24 19:45:00
41430600-7a35-48eb-9faa-4fdd542b858a,ACC1992,9979.44,NA,2025-03-14 08:20:00
718fcdf4-c97d-4f84-892e-ec4635316a83,ACC1349,1386.79,GB,2025-10-17 21:59:00
376af647-48b8-4532-a19d-6a38b9e997c4,ACC4362,8865.11,FR,2025-02-06 19:55:00
e1dd0a19-4e93-41f1-91ea-17f742db421b,ACC4817,9330.76,CD,2025-02-19 23:02:00
9be13f1f-4044-4738-bfbe-55a399a9e694,ACC5542,9682.18,CD,2025-08-28 05:59:00
134dab74-bbe0-456e-a173-7006469eac18,ACC1422,162725.06,MM,2025-04-16 08:36:00
825a5839-c628-48c8-8df7-9895c986b438,ACC3854,1455.87,DE,2025-04-06 23:25:00
ad268ae2-8601-40fb-b313-7ccafc7b8a14,ACC8802,1900.74,AU,2025-07-13 05:38:00
10fa1c01-c9de-4150-9f33-7c3fdfc23144,ACC9254,9269.34,DE,2025-11-23 10:10:00
304337e6-1a56-4014-890e-3c4eac7d71fe,ACC9543,9955.86,VE,2025-06-11 07:51:00
7618c921-06ab-4a26-b2ee-c0b20264f22c,ACC9032,618.74,AU,2025-08-08 15:22:00
816f404b-a3ac-4b65-a9b8-f9e60c5c3555,ACC5505,73.46,US,2025-11-19 23:48:00
6a6aeefc-8b21-4cc2-87cd-3e27dc85f88c,ACC8048,883.9,JP,2025-08-25 19:01:00
ef973a9a-b8f4-4bab-8acc-e861062036e1,ACC4522,8671.51,KE,2025-03-14 05:16:00
e233c735-ffa3-462f-bbb6-4c16d62ee027,ACC7815,285.57,JP,2025-11-10 04:01:00
c6e1a24e-acfb-4ee2-9cf4-3a68460d767d,ACC8770,396.24,AE,2025-03-11 05:44:00
ea74b458-f47b-46b2-b67c-f5883e6a20cb,ACC7105,148.05,AU,2025-02-18 21:14:00
afb3316f-d94b-4318-997e-6a4f708fda53,ACC3002,998.26,DE,2025-04-05 17:55:00
aada7898-f12f-470c-96ba-9fa02df1efad,ACC1842,2599.44,SG,2025-10-27 03:24:00
e40cbc42-2f33-451c-ab9e-1628f3c07924,ACC8900,322.6,GB,2025-07-29 10:41:00
42344459-7610-4989-acab-b9736464cff7,ACC2882,9024.82,CM,2025-06-13 06:57:00
72ec1e57-c582-4266-b5bd-256806bb036f,ACC5381,1279.68,US,2025-07-22 20:19:00
8cfc7dcc-db48-47ad-875d-ad9844eb731d,ACC1100,1216.66,FR,2025-01-22 01:59:00
769cf7e9-fb8b-4953-a9a6-30d7cf656453,ACC3324,9348.92,IR,2025-05-13 02:17:00
28c6a8cf-da0f-4bcf-a903-9babeddaa937,ACC3578,735.53,JP,2025-01-23 07:46:00
0c80124f-e39a-4932-8abe-3be8f20853d2,ACC1815,3633.82,GB,2025-09-27 11:08:00
0b8c8faf-ce67-449d-b2d7-8c1fef0b8458,ACC5475,1271.76,FR,2025-03-01 09:44:00
7caf1b75-ed0d-45f8-b2cd-b6371f5bf87b,ACC5640,8670.61,DZ,2025-06-06 23:20:00
e575e20e-1953-42fb-9f52-9683d3dd3754,ACC1897,401.03,AE,2025-12-21 08:31:00
b47cf1a5-b2c0-49ab-81ef-cb8e19b147b3,ACC9149,1429.86,GB,2025-01-06 14:20:00
2ad506eb-5862-43d2-8a3c-0de783f268e4,ACC6802,289.39,JP,2025-11-10 14:14:00
8eb243df-60f9-4309-bd5d-1e88141c35c1,ACC2275,1609.71,JP,2025-02-22 11:36:00
c1e85caa-af8b-4aa2-bea2-47eba08724ba,ACC2887,1118.95,FR,2025-08-16 23:07:00
ea3439ab-8067-4f87-b843-bbdbb21e6c8b,ACC6928,108.24,CA,2025-10-22 22:27:00
f7c15b17-cea8-4f09-a214-375946ca52da,ACC2288,157.94,FR,2025-03-06 04:10:00
752c26fa-e8b9-45e4-bb96-f0561fc53443,ACC3754,9617.96,CA,2025-10-16 04:31:00
b38defa3-d7cc-4c7e-9f8a-fdc9a4dd9d03,ACC6724,131.44,AE,2025-02-25 14:49:00
c1141432-b306-42d4-8fdd-632623c11488,ACC4871,9727.6,NP,2025-09-13 15:54:00
840b9754-1f1c-4c40-be39-a5cffdf21567,ACC2234,138.74,AU,2025-03-16 20:38:00
f11ae6a9-bfc2-441c-9bc8-cbe12a1be046,ACC8354,100831.32,LB,2025-05-09 23:51:00
a3aa494a-a0a1-48b6-83c0-a73018e34072,ACC2118,9440.2,FR,2025-08-24 08:28:00
f5a68f06-bee8-452e-b417-fb987b350662,ACC9312,380.07,US,2025-12-08 10:59:00
71f8c702-f248-4cae-9ee6-6e06292f9b99,ACC2257,598.87,SG,2025-02-24 00:34:00
b20fc8a3-f0be-4385-b8b2-507ec3886564,ACC1672,683.4,JP,2025-03-07 18:02:00
d1de2b82-6380-4e88-8f2c-d0c522c345fc,ACC9214,49824.3,MC,2025-11-24 11:39:00
f366f4b4-d72b-42f7-9d46-7b5bcfbe775e,ACC2381,9961.38,SY,2025-04-20 20:29:00
90bf5643-bdfe-4de8-9f14-8f55e1f4133a,ACC5634,755.2,FR,2025-05-06 15:41:00
0ed9e94e-8be2-4ad8-9d5b-34b746caaf0b,ACC6482,290.77,SG,2025-10-10 02:35:00
1616b68e-dd31-4b38-8433-5f74cb68ef87,ACC3463,807.97,DE,2025-02-17 23:53:00
0b3a90f4-ffe5-4797-89ae-4a9d466dc6fa,ACC3112,213.61,CA,2025-08-31 17:55:00
805f9776-371b-4e06-bba6-01ddd00d849b,ACC9624,196.65,SG,2025-03-03 16:34:00
61aacbf3-8c45-488a-be1a-3f3d6bdc5e7d,ACC3953,519.53,FR,2025-03-10 01:12:00
e0ed4779-be10-4dad-a19f-4f4fc9523b7c,ACC3538,1310.44,AE,2025-06-05 23:17:00
1da152d5-d951-457c-a494-3cf9a3d788f4,ACC9626,2218.97,JP,2025-02-26 04:33:00
75782f77-2e33-436b-b3f2-561e5abf4123,ACC3527,5057.27,CA,2025-01-28 11:41:00
1d473230-20b1-4a79-874f-ce289a5c3489,ACC8170,1915.88,AE,2025-04-29 03:28:00
ef8b3c4d-1031-44d9-8250-d7d4d44f5ec3,ACC5668,1070.81,FR,2025-02-01 19:34:00
dc885beb-7c26-4296-9d56-a24415b0ea7b,ACC8218,93.87,CA,2025-11-23 21:35:00
e2c5322a-5ee6-4772-bef9-f6085b8302f0,ACC7859,9666.41,BO,2025-12-03 04:26:00
33187239-b455-4567-8b9b-01e58ceafbfa,ACC5096,9701.09,FR,2025-04-29 00:10:00
440f1232-8d5c-471d-ae9a-935f1cf05a3d,ACC9452,3747.84,US,2025-02-07 23:54:00
07d2e80b-fec4-4f57-b446-03508de290ca,ACC3414,1400.87,AE,2025-04-01 18:54:00
e24ca523-ab29-444e-949f-5ef687f83371,ACC7326,497.56,FR,2025-11-15 13:23:00
7b717218-1420-47d1-9772-4685cf565fae,ACC3254,4889.02,SG,2025-03-01 10:09:00
5be41603-47e9-4bb6-acdf-3c407c51263f,ACC8685,6208.13,GB,2025-01-28 21:23:00
29d5ab99-6543-42c8-860e-53cc13576de4,ACC9647,334.2,AE,2025-11-23 15:52:00
fc1dbf29-a2a1-4a3a-91af-f45dc3ea5088,ACC7878,356.31,US,2025-11-05 04:54:00
49815f0d-7deb-4eb9-aa36-6c40439d7377,ACC9443,2659.14,JP,2025-11-29 20:38:00
e5754239-3bcf-4007-9163-2bd7bc25f04b,ACC6780,8936.62,US,2025-06-26 04:10:00
85009817-b88b-4644-9bc3-ccc61df475b4,ACC6908,95.57,JP,2025-06-25 04:09:00
8037d277-c07a-4f98-9de6-1504296fa577,ACC1333,160486.28,KW,2025-02-19 06:46:00
69493e6e-4a08-42b0-90b1-6f2925374480,ACC7116,8565.26,IR,2025-10-12 07:40:00
48740cc5-884c-4c07-8168-133bf80c6e71,ACC4950,9035.28,GB,2025-07-04 16:51:00
75493fa0-423c-4f30-8e9f-bdfc180b3f39,ACC1726,9602.05,AE,2025-03-17 11:39:00
1350f188-b171-4cc7-9818-4ab41631f67b,ACC8612,1454.46,SG,2025-09-14 12:52:00
2adfd52a-9aff-4537-9268-a999b5ab9ba0,ACC1717,1897.73,DE,2025-12-15 10:56:00
5949842d-2dee-4e8d-9892-e6aba4f881c4,ACC7524,8973.08,SG,2025-05-26 05:59:00
bc320373-e826-44e6-b020-371dc131b506,ACC1783,1267.27,FR,2025-12-11 17:15:00
33be95c0-b981-465b-82e3-b4fa820b537b,ACC8204,1987.16,FR,2025-08-30 16:48:00
a89c7ef7-b28a-4b17-a7ef-d11d3ffbfef0,ACC9507,81.96,FR,2025-10-09 13:06:00
0eada1c0-a23c-4616-8b0c-9a84eec277a6,ACC3956,9589.89,DE,2025-07-14 05:16:00
e5bd35ff-214d-42e8-a8e6-f368cc5d308b,ACC8272,244.09,FR,2025-08-02 21:56:00
03532534-8c44-4fa5-8b9a-a6a2083726a9,ACC1939,1010.73,CA,2025-09-13 23:43:00
6fbe9d5b-24cf-4876-b059-7dc12643b406,ACC3621,447.41,AU,2025-02-24 15:26:00
cd100c2c-643e-470c-a13b-f3f8e369764c,ACC2101,1831.05,US,2025-01-23 16:13:00
7fbaa58d-7bee-44d2-9d0f-08a855949ddc,ACC1530,9049.13,IR,2025-06-21 20:19:00
6533b69f-a5f7-466d-9d57-c09819b08aeb,ACC3255,2896.65,AU,2025-04-22 17:31:00
6fe029db-d893-4085-adcf-f5d72218629d,ACC4048,1002.56,GB,2025-09-25 04:54:00
b44b2243-84f5-4a60-80ff-5c60ae610283,ACC5678,4503.36,GB,2025-12-30 09:25:00
b258f287-66d4-4fc2-9379-1414dd23614f,ACC6236,63.37,AE,2025-12-24 16:20:00
caf83d76-2a6e-4b76-b904-89bbce7648e1,ACC5914,9324.45,SG,2025-09-10 23:41:00
b16ca8dd-35be-4d99-9be7-0b0612061877,ACC6922,9890.06,KE,2025-04-25 16:36:00
86bf0945-773a-41cb-a16c-fb05ff67c41c,ACC1430,325.43,SG,2025-06-13 06:54:00
74f43f2c-4f3a-4455-98dc-a6ed94a29a62,ACC2412,168.26,JP,2025-09-20 19:07:00
5f52a284-ce31-4618-a0d8-cabd88eddd7e,ACC2208,836.44,SG,2025-02-17 21:01:00
aefcc4d7-507a-45fd-aaf8-5352af6f16e4,ACC6644,98245.28,NP,2025-04-02 06:14:00
9b4a7102-8123-47e8-8d8b-27bfd422c954,ACC3981,9669.61,KE,2025-04-04 10:48:00
cc07c41c-d5f9-4ced-94c2-d6052d8fdf92,ACC6286,266.8,GB,2025-04-04 23:00:00
3ab5f481-0227-4c0a-937a-6a476804b2cf,ACC5496,1720.38,CA,2025-06-14 04:22:00
2cd3eaee-9399-4747-93de-254cf282c632,ACC3526,862.51,CA,2025-04-02 03:30:00
